Compound Name,PubChem Id,Common Name,Scientific Name,References,SMILES,Formula,MW,Rotatable bonds,H-bond acceptors,H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Consensus Log P,Log S,GI absorption,BBB permeant,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Lipinski violations,Ghose violations,Bioavailability Score,PAINS alerts,AMES Toxicity,Max. Tolerated Dose(human),hERG I Inhibitor,hERG II Inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis Toxicity,Minnow Toxicity
Bicyclogermacrene,13894537,Raimuniya,Lantana aculeata L.,PMID: 11449494,CC1=CCCC(=CC2C(C2(C)C)CC1)C,C15H24,204.35,0,0,0,68.78,0.0,3.34,4.14,4.73,4.63,4.15,-3.72,Low,No,No,Yes,Yes,No,No,1,0,0.55,0,No,0.334,No,No,1.646,1.386,No,Yes,1.338,0.595
borneol,64685,Raimuniya,Lantana aculeata L.,DOI: 10.1080/10412905.2004.9698803,CC1(C2CCC1(C(C2)O)C)C,C10H18O,154.25,0,1,1,46.6,20.23,2.29,2.72,2.19,2.45,2.38,-2.51,High,Yes,No,No,No,No,No,0,1,0.55,0,No,0.577,No,No,1.707,1.877,No,Yes,0.175,1.727
Bornyl acetate,6448,Raimuniya,Lantana aculeata L.,DOI: 10.1080/10412905.2004.9698803,CC(=O)OC1CC2CCC1(C2(C)C)C,C12H20O2,196.29,2,2,0,56.33,26.3,2.5,4.3,2.76,2.76,3.0,-3.63,High,Yes,No,No,Yes,No,No,0,0,0.55,0,No,0.526,No,No,1.904,1.875,No,Yes,0.557,1.593
Calceolarioside E,11284950,Raimuniya,Lantana aculeata L.,PMID: 11449493,C1C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)(CO)O,C28H34O15,610.56,12,15,9,143.65,245.29,2.15,-0.63,-1.51,-2.57,-0.65,-2.64,Low,No,No,No,No,No,No,3,4,0.17,1,No,0.442,No,Yes,2.521,3.929,No,No,0.285,4.314
Camaric acid,91895465,Raimuniya,Lantana aculeata L.,DOI: 10.1080/10412905.2004.9698803,CC=C(C)C(=O)OC1CC(CC2C1(CCC3(C2=CCC4C3(CCC5C46CCC(C5(C)C)(OC6)O)C)C)C(=O)O)(C)C,C35H52O6,568.78,4,6,2,160.51,93.06,4.2,7.1,7.06,5.29,5.95,-7.58,Low,No,No,No,No,No,No,2,4,0.56,0,No,0.54,No,No,2.534,1.698,No,No,0.285,-0.878
Camphene,6616,Raimuniya,Lantana aculeata L.,DOI: 10.1080/10412905.2004.9698803,CC1(C2CCC(C2)C1=C)C,C10H16,136.23,0,0,0,45.22,0.0,2.58,4.22,3.0,4.29,3.43,-3.34,Low,Yes,No,No,Yes,No,No,1,1,0.55,0,No,0.305,No,No,1.554,2.247,No,No,0.533,1.19
Camphor,2537,Raimuniya,Lantana aculeata L.,PMID: 30781602,CC1(C2CCC1(C(=O)C2)C)C,C10H16O,152.23,0,1,0,45.64,17.07,2.12,2.19,2.4,2.3,2.37,-2.16,High,Yes,No,No,No,No,No,0,1,0.55,0,No,0.473,No,No,1.653,1.981,No,Yes,0.233,1.458
Caproic Acid,8892,Raimuniya,Lantana aculeata L.,PMID: 30781602,CCCCCC(=O)O,C6H12O2,116.16,4,2,1,32.73,37.3,1.57,1.92,1.65,1.27,1.47,-1.51,High,Yes,No,No,No,No,No,0,2,0.85,0,No,0.594,No,No,1.606,2.686,No,No,-0.206,1.621
Caryophyllene,5281515,Raimuniya,Lantana aculeata L.,DOI: 10.1080/10412905.2004.9698803,CC1=CCCC(=C)C2CC(C2CC1)(C)C,C15H24,204.35,0,0,0,68.78,0.0,3.29,4.38,4.73,4.63,4.24,-3.87,Low,No,No,Yes,Yes,No,No,1,0,0.55,0,No,0.351,No,No,1.617,1.416,No,Yes,1.401,0.504
caryophyllene oxide,1742210,Raimuniya,Lantana aculeata L.,DOI: 10.1080/10412905.2004.9698803,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,C15H24O,220.35,0,1,0,68.27,12.53,3.15,3.56,3.94,3.67,3.68,-3.45,High,Yes,No,Yes,Yes,No,No,0,0,0.55,0,No,0.148,No,No,1.548,1.224,No,Yes,1.079,0.955
