Compound Name,PubChem Id,Common Name,Scientific Name,References,SMILES,Formula,MW,Rotatable bonds,H-bond acceptors,H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Consensus Log P,Log S,GI absorption,BBB permeant,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Lipinski violations,Ghose violations,Bioavailability Score,PAINS alerts,AMES Toxicity,Max. Tolerated Dose(human),hERG I Inhibitor,hERG II Inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis Toxicity,Minnow Toxicity
L-Pyroglutamic acid,7405,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C1CC(=O)NC1C(=O)O,C5H7NO3,129.11,1,3,2,32.72,66.4,0.51,-0.77,-1.03,-0.93,-0.46,-0.09,High,No,No,No,No,No,No,0,4,0.85,0,No,1.464,No,No,1.6,2.619,No,No,0.241,3.378
Maleic Acid,444266,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(=CC(=O)O)C(=O)O,C4H4O4,116.07,2,4,2,24.41,74.6,0.32,-0.34,-0.29,-0.64,-0.35,-0.21,High,No,No,No,No,No,No,0,3,0.85,0,No,0.69,No,No,1.626,3.029,No,No,-0.065,2.956
Malonic acid,867,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(C(=O)O)C(=O)O,C3H4O4,104.06,2,4,2,20.08,74.6,-0.08,-0.81,-0.45,-0.99,-0.65,0.16,High,No,No,No,No,No,No,0,4,0.85,0,No,1.221,No,No,1.793,3.007,No,No,0.204,2.875
Mannitol,6251,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(C(C(C(C(CO)O)O)O)O)O,C6H14O6,182.17,5,6,6,37.93,121.38,0.34,-3.1,-3.59,-2.77,-2.21,1.31,Low,No,No,No,No,No,No,1,2,0.55,0,No,2.19,No,No,1.637,4.25,No,No,0.285,5.763
Melezitose,92817,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(C1C(C(C(C(O1)OC2C(C(OC2(CO)OC3C(C(C(C(O3)CO)O)O)O)CO)O)O)O)O)O,C18H32O16,504.44,8,16,11,100.54,268.68,0.5,-5.85,-7.57,-6.15,-5.0,1.25,Low,No,No,No,No,No,No,3,2,0.17,0,No,0.732,No,Yes,2.786,4.283,No,No,0.285,15.515
Myristic Acid,11005,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,CCCCCCCCCCCCCC(=O)O,C14H28O2,228.37,12,2,1,71.18,37.3,3.32,6.11,4.77,3.69,4.45,-4.31,High,Yes,Yes,No,No,No,No,0,0,0.85,0,No,-0.559,No,No,1.477,3.034,No,Yes,0.978,-0.601
Occidentoside,6440594,Indian date palm,Phoenix sylvestris L.,PMID: 30626221,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4=C(C(=C(C(=C4O)C(=O)C=CC5=CC=C(C=C5)O)O)C6C(C(C(C(O6)CO)O)O)O)O,C36H32O15,704.63,8,15,10,176.58,264.13,2.91,2.71,2.07,-1.86,1.5,-5.74,Low,No,No,No,No,No,No,3,3,0.17,0,No,0.443,No,Yes,2.498,5.951,No,No,0.285,3.954
Octanoic Acid,379,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,CCCCCCCC(=O)O,C8H16O2,144.21,6,2,1,42.34,37.3,1.95,3.05,2.43,1.96,2.23,-2.26,High,Yes,No,No,No,No,No,0,1,0.85,0,No,0.264,No,No,1.55,2.611,No,No,0.268,1.039
Oleic Acid,445639,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,CCCCCCCCC=CCCCCCCCC(=O)O,C18H34O2,282.46,15,2,1,89.94,37.3,4.27,7.64,6.11,4.57,5.71,-5.41,High,No,Yes,No,Yes,No,No,1,1,0.85,0,No,-0.81,No,No,1.417,3.259,No,Yes,0.676,-1.438
Oxalic Acid,971,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(=O)(C(=O)O)O,C2H2O4,90.03,1,4,2,15.27,74.6,-0.35,-0.25,-0.84,-1.51,-0.79,-0.17,High,No,No,No,No,No,No,0,4,0.85,0,No,1.403,No,No,1.68,2.96,No,No,0.281,2.403
Palmitic Acid,985,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.42,14,2,1,80.8,37.3,3.85,7.17,5.55,4.19,5.2,-5.02,High,Yes,Yes,No,Yes,No,No,1,0,0.85,0,No,-0.708,No,No,1.44,3.181,No,Yes,0.84,-1.083
p-Coumaric acid,637542,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C1=CC(=CC=C1C=CC(=O)O)O,C9H8O3,164.16,2,3,2,45.13,57.53,0.95,1.46,1.38,1.28,1.26,-2.02,High,Yes,No,No,No,No,No,0,0,0.85,0,No,1.111,No,No,2.155,2.534,No,No,0.319,1.607
Phosphoric Acid,1004,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,OP(=O)(O)O,H3O4P,98.0,0,3,2,14.26,87.57,0.95,1.46,1.38,1.28,1.26,-2.02,High,Yes,No,No,No,No,No,0,0,0.85,0,No,1.669,No,No,1.938,2.159,No,No,-0.302,3.181
Piceatannol,667639,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,C14H12O4,244.24,2,4,4,69.9,80.92,1.61,2.86,2.46,1.67,2.14,-3.52,High,No,Yes,No,Yes,No,Yes,0,0,0.55,1,No,0.338,No,No,2.529,0.953,No,No,0.563,2.161
Pimelic acid,385,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(CCC(=O)O)CCC(=O)O,C7H12O4,160.17,6,4,2,39.31,74.6,0.94,0.61,1.11,0.6,0.75,-0.82,High,No,No,No,No,No,No,0,1,0.85,0,No,0.106,No,No,1.338,3.11,No,No,-0.103,2.006
Proline,145742,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C1CC(NC1)C(=O)O,C5H9NO2,115.13,1,3,2,32.52,49.33,0.84,-2.5,-0.56,-2.59,-0.92,1.09,High,No,No,No,No,No,No,0,4,0.55,0,No,1.546,No,No,1.574,2.522,No,No,0.284,3.009
Quinic acid,6508,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C1C(C(C(CC1(C(=O)O)O)O)O)O,C7H12O6,192.17,1,6,5,40.11,118.22,-0.12,-2.37,-2.32,-2.14,-1.75,0.53,Low,No,No,No,No,No,No,0,1,0.56,0,No,1.626,No,No,1.128,3.529,No,No,0.285,4.869
Raffinose,439242,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,C18H32O16,504.44,8,16,11,100.54,268.68,0.0,-5.85,-7.57,-6.15,-5.1,1.25,Low,No,No,No,No,No,No,3,2,0.17,0,No,0.63,No,Yes,2.749,4.333,No,No,0.285,15.394
Serine,5951,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C(C(C(=O)O)N)O,C3H7NO3,105.09,2,4,3,22.18,83.55,0.19,-3.07,-1.61,-3.91,-1.97,1.57,High,No,No,No,No,No,No,0,4,0.55,0,No,1.164,No,No,1.967,2.971,No,No,0.169,3.516
Shikimic acid,8742,Indian date palm,Phoenix sylvestris L.,DOI: doi.org/10.1080/10942912.2016.1263863,C1C(C(C(C=C1C(=O)O)O)O)O,C7H10O5,174.15,1,5,4,38.43,97.99,0.45,-1.72,-1.52,-1.43,-1.12,0.23,High,No,No,No,No,No,No,0,2,0.56,0,No,0.994,No,No,1.156,2.963,No,No,0.263,4.048
